study_hours_per_day,attendance_rate,homework_completion_rate,classroom_engagement_level,parents_academic_involvement,type_of_school,tuition_hours_per_week,household_income_bracket,stress_levels_during_exams,sleep_hours_per_day,extracurricular_involvement,screen_time_non_academic,nutrition_level,overall_academic_performance
1,94.7,98.6,high,low,private,8,low,medium,4,low,7,junk-heavy,47.6
5,86.0,48.0,high,low,public,2,mid,low,10,moderate,6,mixed,66.5
3,79.2,62.1,low,medium,private,4,mid,high,9,none,2,junk-heavy,47.2
1,84.5,45.1,medium,high,public,4,low,medium,6,moderate,3,balanced,52.5
3,97.0,64.6,medium,low,public,9,low,high,7,moderate,7,junk-heavy,42.8
6,62.5,82.9,medium,high,public,6,low,high,4,moderate,1,junk-heavy,60.2
7,76.8,66.5,high,low,public,1,mid,low,11,moderate,5,junk-heavy,78.4
8,84.5,50.0,high,medium,public,3,high,high,6,high,6,balanced,79.9
4,84.0,47.4,medium,low,public,10,mid,medium,4,none,6,balanced,48.1
3,62.6,83.1,high,medium,public,3,low,medium,11,moderate,6,junk-heavy,54.0
5,79.3,38.3,medium,low,private,7,low,high,11,moderate,6,junk-heavy,52.4
9,89.8,55.9,medium,low,public,9,high,high,10,low,4,junk-heavy,78.3
6,73.8,40.6,medium,high,public,2,low,high,7,moderate,5,balanced,63.5
9,89.7,48.1,medium,medium,private,1,low,high,8,moderate,5,balanced,82.2
6,68.0,40.7,medium,medium,international,8,mid,medium,7,low,6,mixed,68.0
2,96.9,92.1,medium,low,public,10,low,medium,4,moderate,1,junk-heavy,52.0
5,76.7,81.2,high,high,private,3,high,high,7,high,5,balanced,84.1
9,79.8,69.3,medium,medium,private,8,mid,medium,10,low,7,balanced,98.0
8,51.6,45.7,medium,high,international,5,high,low,8,high,4,balanced,98.0
7,58.5,65.7,low,low,public,0,mid,medium,11,low,7,junk-heavy,54.0
1,81.6,66.5,high,low,international,10,mid,low,5,none,4,junk-heavy,57.6
4,71.0,71.3,medium,high,public,2,high,low,8,none,6,balanced,69.0
7,75.4,34.2,high,medium,public,6,mid,medium,4,low,4,junk-heavy,62.3
7,53.1,98.1,medium,high,public,8,low,low,8,low,2,balanced,98.0
6,91.7,62.6,medium,medium,public,7,low,low,9,moderate,4,balanced,87.4
8,89.2,94.9,high,medium,private,4,low,medium,6,none,6,mixed,85.5
6,59.3,30.7,medium,high,public,7,mid,medium,7,moderate,6,junk-heavy,66.9
3,81.7,47.3,medium,medium,public,1,mid,low,9,moderate,6,mixed,48.3
4,90.9,37.3,medium,medium,public,2,low,medium,11,low,1,balanced,71.5
3,82.0,83.9,medium,low,public,7,low,high,5,none,3,balanced,45.4
1,65.5,52.4,high,low,public,8,low,high,5,low,7,junk-heavy,25.0
5,82.8,88.8,low,low,public,9,high,medium,7,low,7,junk-heavy,69.7
1,60.5,88.3,medium,medium,public,7,mid,high,11,moderate,5,junk-heavy,50.5
1,65.9,76.7,low,high,public,3,mid,medium,7,low,5,junk-heavy,37.8
2,62.0,76.6,low,medium,public,5,low,medium,6,low,5,balanced,35.9
4,77.8,79.0,medium,medium,private,10,low,high,8,none,4,junk-heavy,59.2
6,55.4,77.2,low,high,public,4,low,high,5,moderate,4,mixed,47.2
8,96.7,57.1,medium,low,public,3,mid,medium,4,low,4,junk-heavy,66.4
3,66.7,77.8,medium,high,public,8,low,medium,7,low,3,balanced,64.7
1,60.9,92.8,medium,high,public,9,high,low,7,moderate,3,junk-heavy,69.0
3,74.8,53.3,low,low,public,2,mid,medium,9,moderate,3,mixed,49.4
3,63.8,96.1,medium,low,international,0,low,medium,9,low,3,balanced,55.9
5,76.7,31.0,high,low,private,6,high,medium,9,moderate,3,junk-heavy,74.4
4,67.4,54.4,medium,medium,private,9,mid,medium,5,low,5,mixed,71.3
4,56.6,39.2,high,low,public,7,mid,medium,9,low,5,balanced,63.6
9,63.3,38.9,low,medium,public,10,low,medium,7,moderate,3,balanced,91.8
7,71.9,87.1,high,medium,public,2,high,medium,5,moderate,5,junk-heavy,65.3
4,51.5,94.3,medium,high,private,2,mid,low,10,high,3,balanced,86.5
3,88.5,84.4,medium,high,private,5,low,medium,4,moderate,3,balanced,68.2
6,81.1,98.4,high,high,public,1,mid,high,4,low,3,balanced,78.1
3,80.1,45.1,high,low,public,5,low,medium,10,high,5,balanced,65.5
6,77.3,39.9,medium,low,public,4,high,medium,5,none,2,mixed,60.2
9,79.5,66.4,medium,low,public,6,high,low,7,high,2,mixed,89.1
6,96.7,88.0,medium,medium,private,8,mid,medium,11,low,6,balanced,98.0
4,50.4,32.8,medium,medium,public,8,low,medium,6,none,6,mixed,35.4
5,52.4,99.7,medium,high,public,0,mid,medium,10,none,2,junk-heavy,64.2
6,59.6,72.2,high,high,private,6,low,low,6,low,1,junk-heavy,86.0
3,58.4,98.5,medium,low,public,2,low,low,8,none,7,balanced,51.1
8,59.1,55.6,medium,medium,public,3,mid,medium,6,low,2,mixed,77.6
4,83.6,62.1,medium,low,public,1,low,low,11,low,2,balanced,71.3
8,73.0,82.7,high,low,public,0,mid,high,9,none,2,balanced,88.9
3,99.6,85.5,high,high,public,9,low,low,7,low,4,balanced,91.0
7,61.3,46.3,low,high,public,2,high,high,6,low,3,balanced,61.6
9,65.5,95.1,medium,low,private,9,low,medium,11,low,6,mixed,83.6
4,99.2,90.7,medium,high,private,8,mid,medium,8,moderate,5,balanced,91.7
8,91.6,31.3,medium,high,public,0,mid,medium,11,moderate,7,junk-heavy,81.9
3,73.5,39.0,medium,low,private,2,low,medium,4,moderate,7,balanced,31.2
7,77.7,64.7,high,low,public,10,mid,medium,5,low,7,junk-heavy,66.2
3,92.2,62.3,high,medium,private,4,mid,low,6,none,4,balanced,72.7
7,74.0,79.6,medium,high,public,2,mid,low,5,high,3,junk-heavy,80.1
6,60.3,36.3,medium,medium,public,3,low,medium,10,low,2,balanced,77.4
2,91.4,75.1,medium,low,public,3,mid,low,5,moderate,2,balanced,69.0
3,76.9,73.1,low,medium,public,0,mid,medium,9,low,4,balanced,56.2
6,57.7,46.4,high,medium,international,5,mid,high,9,moderate,5,junk-heavy,63.7
4,75.3,68.0,medium,medium,public,10,high,high,4,high,4,balanced,62.2
6,70.7,45.6,medium,low,public,6,low,high,8,high,4,junk-heavy,50.5
1,93.8,40.3,high,high,public,6,low,medium,7,high,6,balanced,62.0
1,56.3,70.1,low,medium,public,5,low,low,7,moderate,3,mixed,41.3
3,93.8,98.4,high,high,private,6,low,low,7,high,1,junk-heavy,90.2
8,75.6,46.6,high,high,international,2,low,high,10,low,6,balanced,79.8
8,70.2,54.9,high,high,public,4,mid,high,8,none,7,balanced,81.5
4,58.1,48.0,low,high,public,6,mid,medium,9,none,5,balanced,56.5
6,85.0,48.7,medium,high,public,9,low,high,11,low,5,mixed,80.9
8,96.3,58.3,low,medium,public,4,high,high,8,moderate,4,balanced,82.6
7,68.8,79.1,medium,medium,public,9,low,medium,8,none,4,mixed,84.1
7,62.1,32.7,high,medium,public,1,high,high,6,low,2,junk-heavy,59.3
4,77.7,97.0,low,medium,private,5,mid,medium,5,high,4,mixed,63.3
9,89.8,33.2,medium,low,public,6,mid,medium,8,moderate,3,mixed,90.6
6,50.2,91.7,medium,medium,public,10,low,medium,8,moderate,2,mixed,83.9
3,81.6,92.6,high,low,public,1,mid,medium,11,none,1,balanced,75.6
5,79.8,66.7,medium,medium,private,9,high,high,10,none,3,mixed,82.6
5,65.9,39.6,medium,low,public,7,mid,high,6,none,5,balanced,50.2
5,72.6,69.6,medium,high,public,4,high,low,5,low,5,balanced,68.5
8,62.3,74.0,high,medium,public,10,low,low,10,moderate,3,junk-heavy,97.4
9,89.5,90.0,medium,low,public,7,high,medium,9,none,6,junk-heavy,78.8
9,81.7,68.6,medium,medium,public,2,low,medium,9,none,4,junk-heavy,75.8
6,76.6,58.7,low,low,international,1,mid,low,11,none,4,mixed,71.9
6,69.6,88.7,medium,high,private,6,low,medium,7,low,4,mixed,82.3
9,64.6,98.7,high,medium,private,4,mid,medium,4,moderate,5,balanced,98.0
4,91.1,75.2,high,medium,private,4,mid,high,11,high,3,junk-heavy,80.7
6,72.6,91.2,medium,high,private,7,mid,medium,8,low,4,balanced,95.5
4,75.1,71.9,medium,medium,private,8,high,medium,8,moderate,6,junk-heavy,56.4
1,76.0,78.3,low,high,public,7,low,low,4,low,2,junk-heavy,49.7
7,72.4,78.2,high,medium,public,9,high,medium,8,high,5,mixed,90.8
6,62.8,79.3,medium,medium,public,1,high,high,9,low,7,mixed,65.3
9,56.0,52.5,high,medium,public,9,mid,low,8,low,6,balanced,98.0
7,54.9,70.3,high,low,public,10,low,medium,8,moderate,3,mixed,89.3
7,87.9,71.6,high,low,private,6,low,low,4,none,6,junk-heavy,72.4
2,61.2,52.1,high,low,public,10,low,high,9,low,3,balanced,69.6
9,52.8,54.5,low,high,private,4,high,medium,6,high,3,balanced,93.1
9,89.9,83.4,high,medium,private,6,low,low,6,moderate,3,junk-heavy,95.3
6,57.7,70.8,high,low,public,2,low,low,4,high,1,balanced,79.1
3,81.3,40.4,medium,low,public,3,low,high,6,low,2,balanced,41.7
1,66.9,88.6,high,high,public,6,low,low,7,none,6,junk-heavy,57.8
4,56.3,91.8,high,low,public,1,low,low,7,moderate,1,balanced,80.8
3,70.7,62.6,high,medium,public,1,low,low,11,none,6,mixed,60.3
1,50.7,44.6,medium,medium,private,0,high,medium,11,none,4,mixed,34.7
3,92.1,96.3,medium,medium,public,0,low,medium,9,moderate,6,junk-heavy,50.4
4,75.7,91.8,low,low,private,0,low,medium,4,moderate,1,balanced,64.2
8,57.0,47.1,high,high,private,5,high,medium,5,moderate,1,junk-heavy,98.0
9,61.8,36.7,high,medium,public,4,mid,high,9,high,5,junk-heavy,75.0
3,72.4,60.8,medium,low,private,9,low,high,8,moderate,3,mixed,55.8
6,59.4,77.3,medium,medium,public,7,low,medium,5,moderate,1,balanced,73.9
5,63.4,42.3,high,medium,private,4,low,low,8,high,3,junk-heavy,62.3
6,76.7,65.9,medium,low,public,0,mid,high,9,moderate,2,junk-heavy,60.7
4,91.6,59.8,medium,high,private,7,low,medium,10,moderate,1,balanced,94.3
6,70.1,92.3,high,low,public,5,mid,high,6,low,5,balanced,65.5
7,85.8,60.1,low,high,international,7,mid,high,11,moderate,5,junk-heavy,86.8
9,93.8,67.4,low,medium,public,1,low,medium,6,high,4,balanced,87.6
7,60.8,96.9,high,low,public,9,mid,low,11,high,1,mixed,98.0
6,90.4,51.0,medium,low,public,7,high,low,11,low,2,mixed,98.0
1,87.9,50.2,high,medium,private,5,high,high,7,low,3,junk-heavy,50.9
2,67.8,86.0,medium,medium,private,0,mid,medium,5,high,6,junk-heavy,39.6
1,99.5,49.4,low,high,international,0,mid,medium,4,low,7,balanced,40.5
9,63.1,88.2,medium,medium,private,9,low,medium,10,high,6,mixed,98.0
9,62.7,36.7,medium,medium,public,4,mid,medium,8,moderate,6,junk-heavy,74.6
7,88.6,37.8,medium,low,public,6,mid,medium,6,none,6,junk-heavy,54.6
2,71.7,93.1,medium,high,public,3,mid,medium,10,moderate,1,mixed,74.6
6,66.5,67.9,medium,high,international,9,mid,medium,9,high,4,balanced,98.0
4,58.9,80.3,medium,medium,international,4,high,low,10,none,5,junk-heavy,66.8
1,88.3,45.8,low,low,public,9,mid,medium,8,low,7,junk-heavy,38.4
1,89.3,41.6,medium,medium,private,2,mid,medium,4,high,6,balanced,39.6
5,78.3,88.4,medium,medium,private,1,mid,medium,10,none,1,balanced,86.4
2,97.9,55.1,low,medium,public,1,low,high,8,low,4,junk-heavy,33.6
4,65.9,61.9,medium,medium,private,4,low,medium,7,moderate,2,junk-heavy,54.9
1,61.0,32.0,low,high,public,3,mid,medium,4,none,6,balanced,25.0
4,83.9,57.0,high,low,private,1,low,medium,11,low,7,mixed,56.1
6,87.9,83.9,medium,medium,public,4,mid,medium,11,low,3,balanced,91.0
4,61.2,87.5,medium,low,public,9,high,high,4,low,2,junk-heavy,63.2
1,53.8,78.9,high,low,public,8,high,medium,11,low,2,balanced,71.3
7,90.5,78.5,medium,high,public,7,high,medium,8,none,6,balanced,95.2
2,98.8,65.4,medium,medium,public,8,low,medium,8,high,3,junk-heavy,62.2
9,82.2,67.7,medium,high,private,8,low,high,6,high,7,junk-heavy,78.2
3,63.9,82.0,medium,medium,public,7,low,medium,8,low,1,mixed,63.6
8,99.8,47.3,medium,high,private,8,low,medium,4,none,3,junk-heavy,85.7
8,94.7,46.2,medium,medium,public,3,mid,medium,10,none,4,balanced,89.5
3,75.7,96.5,high,low,international,7,low,low,9,none,2,junk-heavy,71.1
4,91.3,31.9,low,high,public,1,mid,medium,8,moderate,6,balanced,55.1
2,90.8,39.8,low,low,public,8,low,medium,9,moderate,3,balanced,55.5
4,96.7,69.9,medium,medium,public,8,mid,medium,9,none,5,mixed,72.0
9,92.0,81.6,medium,medium,public,10,mid,low,6,none,3,junk-heavy,98.0
2,82.2,67.7,medium,low,public,2,high,medium,5,moderate,3,balanced,55.6
3,80.5,54.9,high,low,international,5,high,medium,9,moderate,4,junk-heavy,61.7
4,73.4,98.5,high,medium,public,6,low,low,7,low,6,mixed,68.4
5,81.3,79.3,high,medium,public,2,high,medium,9,moderate,2,mixed,86.7
1,89.8,88.2,medium,medium,private,4,mid,low,10,low,4,junk-heavy,61.3
7,98.5,32.8,high,medium,public,0,mid,high,4,low,4,junk-heavy,52.0
7,73.4,46.5,medium,medium,private,10,high,high,11,none,5,mixed,88.2
9,78.7,56.2,low,medium,private,2,low,high,10,low,4,mixed,64.7
4,72.2,42.8,medium,high,private,7,high,medium,6,none,6,junk-heavy,58.2
6,83.4,35.1,high,low,public,2,mid,medium,7,high,4,junk-heavy,53.0
2,81.5,45.8,low,medium,public,7,low,medium,11,low,5,balanced,59.4
4,50.9,67.4,medium,medium,public,8,low,high,10,none,7,balanced,53.3
2,77.1,78.7,high,medium,public,5,mid,high,8,none,1,mixed,63.4
5,54.4,84.2,medium,medium,public,6,mid,medium,9,none,4,mixed,66.8
7,51.3,33.0,medium,medium,private,5,mid,medium,8,high,3,mixed,80.0
1,89.6,60.0,medium,low,public,7,low,low,5,none,4,balanced,37.1
7,62.9,38.6,medium,medium,public,6,low,medium,8,moderate,7,balanced,74.7
6,67.0,60.2,medium,low,public,9,mid,high,11,moderate,2,balanced,80.9
6,53.2,60.4,medium,low,public,0,low,high,7,low,3,mixed,49.6
8,59.0,64.9,medium,high,public,2,low,high,11,high,3,balanced,87.9
8,88.3,92.5,high,medium,private,2,low,medium,6,low,1,mixed,88.2
6,74.7,86.4,high,medium,public,2,low,high,10,none,2,junk-heavy,75.2
3,94.0,74.6,high,low,private,3,mid,high,5,none,2,junk-heavy,52.2
5,69.9,92.0,low,high,private,0,low,high,7,low,2,mixed,62.0
2,63.4,77.5,low,low,international,10,high,medium,6,low,4,mixed,58.1
5,67.4,87.3,medium,medium,public,1,mid,medium,10,moderate,7,mixed,66.1
9,85.6,69.5,high,medium,public,4,mid,medium,7,moderate,4,balanced,98.0
1,77.8,66.8,high,high,public,10,mid,medium,8,none,3,mixed,64.6
5,95.2,80.7,high,high,international,5,mid,medium,7,moderate,1,balanced,98.0
6,80.1,31.4,medium,low,private,8,mid,medium,5,none,4,balanced,70.2
7,74.7,78.3,low,high,private,1,low,high,7,high,6,mixed,63.2
9,89.3,95.4,high,medium,public,8,low,medium,4,high,6,balanced,98.0
6,97.4,80.0,low,high,public,6,mid,high,8,none,4,junk-heavy,70.7
5,67.8,32.6,low,high,public,8,low,medium,7,moderate,7,junk-heavy,52.1
7,62.5,56.5,high,medium,public,3,low,medium,6,high,1,junk-heavy,75.2
1,80.8,86.7,medium,medium,public,6,mid,low,8,none,7,mixed,50.0
5,74.9,97.1,low,medium,public,0,mid,medium,9,none,2,mixed,71.4
2,99.5,55.9,medium,medium,private,7,mid,high,6,low,3,balanced,59.5
4,73.1,88.9,low,low,international,6,high,medium,5,none,4,balanced,68.5
7,53.7,90.5,medium,low,private,6,low,medium,9,high,1,mixed,80.5
5,98.9,38.6,medium,low,private,1,high,medium,9,high,1,junk-heavy,59.0
6,92.2,89.2,high,high,international,9,mid,high,9,high,7,balanced,98.0
2,58.9,52.7,medium,low,public,8,low,low,4,low,2,junk-heavy,38.4
3,95.2,71.5,medium,low,public,10,high,high,10,none,7,balanced,63.4
7,67.0,67.7,low,medium,private,7,mid,medium,7,low,7,balanced,63.7
2,68.9,76.4,medium,medium,public,0,low,high,8,high,5,junk-heavy,40.6
6,95.3,81.8,medium,high,public,10,low,medium,10,moderate,7,junk-heavy,85.9
5,76.5,60.9,high,medium,public,0,mid,medium,7,high,5,balanced,75.2
1,56.9,92.2,medium,low,public,4,mid,medium,7,high,5,junk-heavy,29.9
4,68.5,86.7,medium,high,public,1,high,low,8,low,7,mixed,67.0
2,86.1,85.0,high,low,public,0,low,high,10,none,5,junk-heavy,41.3
4,58.7,62.1,medium,high,public,9,mid,medium,9,none,4,junk-heavy,65.3
1,79.5,32.6,low,low,public,10,low,medium,9,moderate,7,junk-heavy,32.6
2,84.8,64.5,medium,medium,international,7,mid,medium,11,high,6,junk-heavy,54.4
8,67.2,92.9,medium,low,international,3,high,high,4,low,6,mixed,72.1
6,84.7,43.3,low,high,private,1,mid,high,4,high,1,balanced,61.9
2,94.2,98.8,medium,low,international,4,mid,high,5,moderate,6,balanced,51.5
6,73.6,86.5,medium,low,public,10,mid,medium,8,none,6,junk-heavy,69.1
9,69.1,79.7,high,high,private,5,low,high,8,moderate,3,balanced,98.0
7,62.6,77.4,medium,low,public,7,high,medium,6,low,7,junk-heavy,64.0
9,80.2,71.1,low,medium,private,6,mid,low,6,none,6,balanced,93.9
5,94.0,80.4,medium,medium,public,6,mid,medium,11,high,6,balanced,84.1
7,66.2,59.5,medium,medium,private,0,high,high,6,moderate,7,junk-heavy,53.2
7,69.8,89.2,medium,medium,public,2,mid,medium,4,low,7,mixed,63.2
3,70.3,78.7,medium,high,public,2,mid,medium,5,none,6,junk-heavy,37.2
7,78.0,84.0,high,high,private,6,mid,medium,5,low,4,balanced,98.0
1,61.4,85.5,high,medium,private,1,low,high,9,low,5,mixed,47.5
9,91.1,36.4,low,low,public,9,low,medium,7,none,3,junk-heavy,73.6
6,64.8,33.9,high,low,private,6,high,high,5,none,3,balanced,66.9
5,85.3,86.1,medium,low,public,8,low,medium,10,none,6,junk-heavy,67.3
7,75.7,48.2,medium,medium,private,0,mid,low,6,low,6,balanced,69.0
5,79.3,70.7,high,high,public,1,low,high,8,high,5,balanced,70.7
5,59.0,61.1,high,medium,private,10,low,low,7,moderate,3,mixed,91.0
7,86.8,31.5,low,medium,public,5,mid,high,9,none,4,junk-heavy,55.7
7,59.4,32.8,low,medium,international,1,mid,medium,4,none,2,junk-heavy,54.0
3,55.7,87.9,medium,medium,public,1,mid,high,5,none,4,balanced,46.4
3,77.3,72.5,medium,medium,public,4,high,high,9,low,4,balanced,59.2
3,85.5,66.7,high,medium,public,6,mid,medium,8,high,2,mixed,76.9
6,52.5,96.1,low,medium,public,3,low,medium,6,none,5,balanced,57.2
6,53.5,42.1,medium,low,public,5,mid,high,4,low,5,junk-heavy,41.8
3,90.1,48.1,medium,medium,private,2,high,low,11,none,7,junk-heavy,52.5
3,90.5,83.0,low,medium,public,3,low,low,4,none,2,balanced,57.6
8,62.3,84.3,high,low,public,3,mid,medium,5,none,6,mixed,71.5
8,80.8,58.3,high,medium,public,3,low,low,10,moderate,7,balanced,92.9
7,72.2,96.6,medium,low,public,0,low,medium,8,none,4,junk-heavy,63.1
4,81.6,95.7,low,high,public,3,high,high,6,low,1,mixed,64.3
4,93.1,30.9,low,low,private,3,high,medium,6,moderate,3,mixed,48.5
3,54.0,42.1,medium,medium,public,5,low,high,6,moderate,3,mixed,41.1
5,88.9,87.4,medium,high,public,8,high,high,6,none,3,mixed,82.8
3,74.7,53.5,medium,medium,public,9,low,low,5,low,1,junk-heavy,61.1
8,78.2,36.7,medium,high,private,5,mid,high,9,moderate,4,mixed,86.7
7,82.7,84.9,medium,medium,private,5,mid,high,9,low,5,mixed,78.5
3,96.1,61.8,high,high,international,6,mid,low,9,low,6,junk-heavy,77.5
9,52.8,64.5,low,medium,public,6,high,high,5,low,2,junk-heavy,66.3
5,51.5,43.0,high,low,international,0,mid,medium,11,none,3,junk-heavy,56.8
9,58.9,76.3,medium,medium,private,7,mid,high,11,low,6,balanced,96.3
7,99.3,68.6,high,medium,private,0,high,high,8,moderate,1,balanced,86.5
7,85.8,44.5,low,medium,public,8,low,medium,10,moderate,6,balanced,88.7
6,80.7,53.8,high,low,private,3,mid,medium,7,moderate,2,mixed,71.7
2,52.4,71.8,low,low,public,8,mid,medium,5,low,4,junk-heavy,44.3
9,94.0,94.7,high,medium,public,7,high,medium,6,moderate,1,mixed,98.0
6,90.6,94.4,high,medium,public,8,mid,low,9,moderate,6,mixed,92.8
8,83.2,50.2,medium,low,private,5,high,high,9,moderate,1,balanced,91.2
1,67.0,81.5,medium,medium,international,8,mid,high,8,none,2,balanced,57.5
5,53.5,84.3,high,low,private,3,low,high,6,high,2,junk-heavy,54.0
1,79.0,86.6,high,medium,private,2,high,medium,5,none,3,mixed,52.3
8,86.0,70.0,high,high,private,2,mid,low,9,high,4,mixed,98.0
8,54.7,30.7,high,medium,private,7,mid,medium,8,low,2,mixed,84.1
1,81.7,83.3,high,low,public,1,high,medium,10,moderate,3,mixed,64.7
9,64.3,37.5,medium,low,public,5,mid,low,11,low,6,junk-heavy,84.9
2,88.2,38.2,low,medium,private,8,mid,medium,6,low,3,balanced,46.6
9,77.0,72.4,low,medium,public,8,mid,high,9,high,2,balanced,98.0
1,56.5,98.8,medium,medium,private,7,mid,high,7,low,1,junk-heavy,54.4
9,76.3,47.0,medium,high,private,7,mid,medium,4,moderate,6,balanced,92.4
4,69.8,75.2,medium,high,public,0,mid,high,4,moderate,1,mixed,53.1
9,59.0,51.3,medium,low,international,10,high,medium,9,none,1,balanced,98.0
7,92.1,92.9,medium,low,public,6,mid,medium,6,moderate,3,balanced,94.5
6,50.6,71.5,medium,medium,public,0,low,high,9,high,1,mixed,75.5
5,65.6,44.5,medium,medium,public,8,mid,low,10,none,4,junk-heavy,78.0
9,50.6,48.3,medium,medium,international,2,low,low,4,moderate,1,balanced,79.1
2,54.8,60.3,low,medium,international,0,mid,medium,9,none,7,mixed,33.0
2,64.9,38.5,high,low,public,7,low,low,9,high,6,junk-heavy,46.6
9,52.7,35.5,medium,high,public,6,low,low,7,low,6,junk-heavy,81.4
3,79.8,77.6,high,medium,public,1,high,medium,9,high,1,mixed,73.6
8,54.3,58.5,medium,high,public,6,mid,high,10,none,3,balanced,82.8
9,85.1,80.8,low,medium,public,4,mid,medium,7,moderate,6,mixed,83.4
8,52.6,37.7,low,medium,private,6,low,low,6,low,7,mixed,62.1
4,53.0,72.7,low,low,private,9,high,high,7,low,7,balanced,59.6
1,65.3,61.0,low,medium,private,6,high,high,4,moderate,5,junk-heavy,41.2
4,94.8,34.1,low,low,public,1,mid,medium,6,moderate,4,mixed,48.8
9,82.1,68.1,high,medium,public,1,mid,medium,10,high,3,mixed,98.0
2,88.5,35.8,high,low,private,6,low,medium,9,low,4,mixed,62.0
3,57.1,87.9,high,low,private,2,mid,medium,4,high,4,balanced,60.3
8,91.7,74.2,high,low,public,3,mid,high,7,moderate,1,balanced,90.7
6,50.4,69.0,medium,low,public,6,high,high,7,low,4,junk-heavy,55.4
8,60.7,39.3,medium,medium,private,1,low,medium,8,none,7,junk-heavy,61.0
7,80.8,50.1,low,high,public,1,mid,low,5,moderate,1,mixed,78.1
5,68.8,64.5,low,medium,private,8,low,medium,10,high,4,junk-heavy,61.7
9,99.2,74.3,high,medium,public,10,low,medium,10,high,6,balanced,98.0
4,51.5,42.8,high,low,public,0,low,medium,9,moderate,7,balanced,45.0
6,99.9,30.6,high,medium,private,2,mid,high,11,high,5,balanced,74.5
2,81.2,54.1,high,low,public,9,low,medium,5,high,4,balanced,53.2
2,77.9,63.8,medium,low,public,3,high,medium,6,high,2,junk-heavy,47.4
2,53.0,42.9,medium,low,public,4,mid,medium,4,moderate,1,balanced,49.0
7,63.7,64.5,medium,medium,private,2,mid,high,11,high,5,mixed,74.9
2,96.2,53.7,high,low,private,8,high,high,5,low,1,junk-heavy,54.2
2,67.7,61.9,high,high,public,4,low,high,6,moderate,5,mixed,43.9
9,83.1,54.3,medium,medium,private,6,high,medium,7,low,1,junk-heavy,98.0
7,100.0,74.0,low,high,public,10,high,medium,5,none,7,junk-heavy,75.3
3,63.2,33.0,medium,high,public,6,low,medium,4,moderate,2,junk-heavy,47.9
3,78.8,42.0,medium,medium,public,10,high,high,11,moderate,6,mixed,62.5
7,84.8,60.3,high,high,private,8,low,low,8,none,2,mixed,98.0
5,58.2,54.9,low,low,public,1,low,high,10,none,7,junk-heavy,31.1
6,57.4,57.4,medium,high,public,2,low,high,11,none,5,junk-heavy,68.1
8,72.8,86.3,medium,low,public,3,high,low,8,moderate,3,balanced,98.0
9,69.3,92.0,high,medium,public,7,mid,medium,5,none,1,mixed,96.8
1,85.7,47.4,medium,medium,private,0,mid,medium,8,none,3,mixed,42.5
