study_hours_per_day,attendance_rate,homework_completion_rate,classroom_engagement_level,parents_academic_involvement,type_of_school,tuition_hours_per_week,household_income_bracket,stress_levels_during_exams,sleep_hours_per_day,extracurricular_involvement,screen_time_non_academic,nutrition_level,overall_academic_performance
8,86.0,60.4,high,medium,private,9,high,medium,4,moderate,5,junk-heavy,84.4
1,57.1,99.1,low,medium,private,7,high,high,10,moderate,1,junk-heavy,50.4
3,56.3,82.9,medium,medium,public,7,high,medium,10,none,3,balanced,72.0
1,51.0,35.1,medium,low,private,0,low,medium,6,moderate,2,junk-heavy,25.0
3,59.9,32.5,low,medium,private,7,mid,high,8,moderate,3,mixed,49.7
4,91.7,59.4,medium,low,international,0,low,medium,9,moderate,3,mixed,63.3
8,72.0,62.9,medium,low,public,1,mid,high,11,none,3,balanced,78.8
4,60.5,66.2,high,medium,public,6,low,low,6,none,2,mixed,68.7
4,98.1,76.9,medium,medium,public,0,high,high,7,low,4,mixed,62.2
8,96.6,40.2,medium,low,public,2,mid,medium,10,none,3,mixed,78.5
4,94.8,32.2,high,high,public,2,low,high,5,low,5,junk-heavy,51.1
7,58.0,42.4,medium,medium,public,4,low,medium,10,low,6,balanced,64.7
3,50.8,87.4,high,medium,public,9,mid,medium,7,none,1,mixed,67.7
4,55.0,30.9,high,low,public,4,low,medium,8,moderate,6,balanced,57.7
6,86.8,47.9,medium,high,public,3,low,low,5,low,4,balanced,71.2
4,56.4,37.7,medium,high,public,2,low,medium,6,none,5,junk-heavy,37.1
2,50.3,98.6,high,high,private,3,high,medium,6,low,4,junk-heavy,49.4
9,80.3,88.2,medium,low,public,2,low,medium,10,low,7,balanced,94.3
6,81.4,90.3,high,medium,public,7,mid,low,7,none,1,mixed,92.2
8,51.0,59.3,low,medium,international,6,low,low,10,low,3,junk-heavy,95.5
7,51.2,70.1,medium,low,public,4,high,medium,5,high,5,junk-heavy,61.3
2,64.6,91.8,medium,medium,private,2,low,medium,11,high,5,mixed,60.3
5,61.5,98.3,medium,low,public,8,high,low,4,low,1,balanced,82.6
1,78.0,39.0,low,high,public,6,high,medium,10,high,7,junk-heavy,33.2
4,91.3,97.1,medium,medium,private,3,mid,high,10,high,7,junk-heavy,63.7
9,90.5,49.3,low,medium,private,0,high,low,7,none,3,mixed,78.5
6,50.3,43.1,low,low,private,1,high,high,7,moderate,4,mixed,48.7
9,89.7,51.0,medium,medium,international,5,mid,medium,10,high,2,junk-heavy,98.0
5,58.2,67.1,high,medium,public,8,low,medium,7,low,3,balanced,82.7
9,65.9,63.3,high,high,international,0,mid,high,11,moderate,7,balanced,98.0
8,98.1,90.7,high,low,public,7,high,low,8,moderate,7,mixed,98.0
8,64.6,79.3,medium,low,public,4,low,low,8,low,3,balanced,92.5
1,54.3,87.2,medium,medium,public,4,mid,low,5,low,1,mixed,46.1
7,67.3,72.7,high,medium,international,10,low,high,7,moderate,2,junk-heavy,90.7
1,81.0,93.3,high,medium,public,7,mid,medium,6,high,4,balanced,72.5
7,73.4,46.5,medium,medium,private,10,high,high,11,none,5,mixed,88.2
5,99.4,54.1,medium,low,private,10,high,low,6,low,5,balanced,92.7
7,74.2,39.4,medium,low,public,2,low,low,5,moderate,1,balanced,78.3
2,95.7,53.6,medium,medium,public,1,mid,medium,4,low,3,balanced,51.1
5,90.7,91.9,medium,medium,private,9,mid,high,5,low,1,junk-heavy,71.8
8,53.3,92.7,medium,high,public,8,high,low,8,high,1,balanced,98.0
3,84.7,96.8,medium,high,public,3,low,medium,11,none,4,mixed,70.3
8,77.6,98.3,high,medium,private,6,mid,medium,6,none,1,mixed,98.0
2,58.2,38.3,medium,high,private,7,mid,medium,4,moderate,2,balanced,63.6
7,94.8,59.8,high,high,public,10,mid,high,5,none,3,junk-heavy,86.5
5,99.7,42.4,high,high,public,4,mid,medium,6,none,5,balanced,79.9
1,89.9,41.2,medium,high,public,9,low,medium,4,none,7,balanced,45.1
6,75.9,37.7,high,medium,public,9,mid,medium,8,low,7,balanced,76.7
1,95.1,48.0,medium,medium,public,0,mid,medium,8,moderate,2,mixed,43.6
6,72.4,62.6,medium,medium,public,8,low,high,9,moderate,3,junk-heavy,74.5
8,57.6,43.1,low,medium,public,3,low,medium,5,low,3,junk-heavy,48.9
9,88.4,89.9,low,medium,international,9,low,low,6,moderate,2,mixed,98.0
6,51.1,36.7,low,medium,public,6,mid,medium,4,moderate,2,mixed,61.8
7,82.7,76.6,high,high,public,6,high,medium,4,low,2,junk-heavy,92.6
4,75.4,33.2,medium,medium,public,1,low,high,10,none,4,balanced,52.1
6,71.8,75.2,low,low,public,1,high,low,11,low,2,junk-heavy,75.1
1,55.1,44.1,medium,high,public,5,low,high,6,none,7,junk-heavy,27.5
8,66.3,81.8,medium,medium,public,1,low,low,8,low,3,balanced,92.5
8,65.9,83.6,medium,medium,public,10,high,high,5,moderate,7,junk-heavy,76.3
3,59.3,92.4,medium,medium,international,0,high,medium,10,low,1,junk-heavy,64.5
7,91.2,32.4,medium,low,public,4,mid,medium,8,none,6,balanced,70.9
4,89.3,70.3,high,medium,public,9,mid,medium,11,low,6,balanced,93.6
4,77.1,58.8,medium,low,public,3,high,high,4,none,4,mixed,49.4
9,72.8,99.8,medium,low,private,4,low,medium,10,none,3,junk-heavy,87.4
2,55.5,31.5,medium,low,public,2,low,low,8,low,3,balanced,41.8
8,51.5,69.2,medium,medium,public,10,low,medium,9,none,5,junk-heavy,77.2
5,53.2,43.5,low,high,private,9,low,low,8,moderate,6,balanced,78.7
7,60.5,51.8,medium,high,public,2,high,medium,6,high,7,balanced,75.0
9,98.4,70.6,low,medium,public,7,mid,medium,6,none,5,junk-heavy,84.5
5,89.5,94.1,high,low,international,6,low,high,7,low,4,balanced,80.1
2,83.6,40.9,low,medium,public,1,low,high,11,high,5,balanced,34.0
2,54.8,60.3,low,medium,international,0,mid,medium,9,none,7,mixed,33.0
8,68.9,37.3,low,high,private,10,mid,medium,11,low,7,mixed,86.4
1,50.7,45.8,medium,low,public,2,low,high,8,none,2,junk-heavy,25.0
3,79.2,62.1,low,medium,private,4,mid,high,9,none,2,junk-heavy,47.2
5,53.1,68.3,medium,medium,public,5,mid,low,10,none,1,mixed,75.2
5,92.5,63.5,medium,medium,public,10,high,high,4,high,2,balanced,76.1
4,69.6,77.6,medium,low,private,10,mid,low,8,none,4,junk-heavy,66.1
7,89.2,56.9,high,high,public,1,high,medium,8,moderate,7,balanced,92.1
1,69.6,72.0,medium,medium,international,9,mid,medium,4,high,3,mixed,52.5
4,84.2,52.1,high,high,private,9,low,medium,8,high,2,junk-heavy,86.8
9,74.1,78.4,low,high,private,10,high,medium,7,low,1,junk-heavy,98.0
6,65.4,38.1,medium,low,private,7,low,medium,11,low,7,balanced,72.7
7,88.2,99.4,high,high,public,10,low,medium,4,low,6,balanced,91.7
6,72.4,74.0,low,medium,public,5,mid,high,8,low,2,junk-heavy,59.5
2,89.2,61.1,medium,high,public,8,mid,medium,4,high,5,balanced,63.3
1,90.5,97.6,medium,medium,public,8,mid,high,11,none,5,mixed,56.7
4,86.9,79.4,high,medium,public,6,mid,low,6,moderate,1,balanced,96.9
4,95.9,79.4,low,high,public,1,high,medium,4,high,3,mixed,63.9
9,76.8,63.0,medium,medium,public,0,low,high,8,moderate,5,junk-heavy,75.4
8,96.5,37.0,medium,low,public,2,low,medium,11,moderate,4,junk-heavy,75.5
4,56.0,63.9,medium,medium,private,4,low,high,10,low,4,junk-heavy,47.5
1,87.0,44.3,medium,low,private,8,mid,high,6,none,5,junk-heavy,27.6
3,62.5,33.3,medium,high,public,6,high,medium,6,none,7,balanced,55.0
4,67.3,85.3,low,medium,public,7,mid,medium,8,high,5,junk-heavy,64.1
4,60.7,44.1,low,high,international,7,low,medium,5,low,4,balanced,56.0
4,71.6,74.4,high,high,private,3,mid,medium,8,low,7,mixed,68.1
5,92.0,83.4,medium,low,public,5,high,low,10,none,3,mixed,84.4
4,79.4,98.7,medium,medium,public,9,low,low,7,moderate,3,junk-heavy,72.5
4,70.9,73.8,medium,high,public,0,mid,low,4,high,6,balanced,59.2
4,60.2,71.7,medium,high,public,4,low,high,10,moderate,3,junk-heavy,58.9
4,59.1,73.6,medium,high,private,4,low,low,4,moderate,1,balanced,69.5
8,56.2,88.6,high,high,private,6,mid,high,6,none,2,balanced,98.0
5,86.6,83.9,medium,low,international,0,high,high,8,moderate,3,balanced,69.8
5,64.5,55.9,high,medium,private,4,mid,medium,5,low,3,junk-heavy,58.1
1,76.2,34.7,medium,high,private,2,low,low,4,none,1,balanced,42.9
4,50.3,63.3,medium,medium,international,1,mid,medium,11,high,4,junk-heavy,63.1
2,68.9,32.9,low,low,private,3,low,medium,8,low,7,junk-heavy,25.0
9,86.5,53.6,medium,medium,public,0,low,medium,11,moderate,4,balanced,92.2
2,55.6,78.4,high,medium,public,7,low,medium,11,low,2,junk-heavy,59.0
1,79.5,32.6,low,low,public,10,low,medium,9,moderate,7,junk-heavy,32.6
7,74.5,81.9,high,medium,public,9,high,low,10,moderate,6,mixed,98.0
7,72.3,56.6,medium,high,international,1,low,medium,6,moderate,1,mixed,82.8
6,94.3,82.7,medium,medium,private,6,low,low,9,high,1,balanced,98.0
4,84.4,42.5,low,medium,private,9,mid,high,5,high,1,balanced,60.8
7,61.3,46.3,low,high,public,2,high,high,6,low,3,balanced,61.6
6,74.4,99.2,medium,medium,public,3,mid,medium,8,low,2,balanced,89.6
8,51.5,40.6,high,high,public,7,low,low,8,moderate,3,junk-heavy,90.4
8,64.9,65.3,low,medium,private,3,high,medium,11,none,1,balanced,95.3
6,59.6,72.2,high,high,private,6,low,low,6,low,1,junk-heavy,86.0
9,77.7,47.2,medium,medium,private,1,low,medium,7,high,6,balanced,75.8
2,80.8,37.0,high,low,public,1,high,high,4,moderate,2,mixed,38.2
1,86.7,97.9,high,high,public,4,mid,medium,11,low,2,balanced,84.9
7,63.1,33.5,medium,low,private,8,high,low,5,moderate,6,junk-heavy,64.6
5,81.0,56.8,low,medium,public,9,low,medium,6,low,7,balanced,53.6
2,87.4,83.0,medium,medium,international,0,mid,high,11,moderate,5,balanced,60.9
1,65.6,57.0,low,high,public,7,high,low,6,low,6,junk-heavy,38.2
8,86.2,80.1,high,medium,public,1,low,medium,10,low,6,balanced,96.0
9,85.6,44.6,medium,medium,public,7,low,medium,5,low,1,balanced,87.9
7,74.0,37.5,medium,medium,public,3,mid,medium,5,none,2,mixed,70.4
1,84.9,38.6,medium,medium,international,4,high,medium,9,low,5,balanced,65.3
3,59.3,56.2,medium,low,international,1,high,low,9,moderate,7,balanced,59.7
2,81.7,31.1,medium,low,public,1,low,medium,4,moderate,2,mixed,33.4
9,91.9,57.6,medium,high,public,1,mid,medium,10,low,5,mixed,94.0
2,64.3,73.7,low,medium,public,3,mid,high,10,none,2,balanced,47.3
2,53.6,99.2,medium,medium,public,3,mid,high,7,high,3,balanced,58.6
3,69.8,42.4,medium,low,public,4,low,medium,5,low,5,balanced,38.7
6,74.4,30.2,medium,medium,public,1,mid,medium,7,moderate,7,balanced,59.6
6,76.4,38.0,high,low,private,6,low,high,6,moderate,6,junk-heavy,56.1
8,87.3,37.2,medium,medium,private,4,high,high,7,moderate,1,mixed,79.3
4,99.6,71.9,medium,medium,public,4,mid,medium,11,moderate,2,junk-heavy,61.7
8,57.0,59.2,high,low,international,9,low,low,9,low,1,junk-heavy,98.0
3,82.1,44.7,medium,medium,public,8,low,medium,6,moderate,5,balanced,63.1
4,67.8,40.9,high,medium,public,10,mid,medium,11,moderate,4,balanced,89.0
6,61.8,82.1,high,high,international,0,mid,high,11,moderate,5,balanced,78.4
2,71.7,93.1,medium,high,public,3,mid,medium,10,moderate,1,mixed,74.6
7,78.4,56.4,high,low,private,6,high,high,6,low,7,junk-heavy,69.7
8,67.6,79.9,high,medium,public,10,high,medium,10,none,4,balanced,98.0
6,75.6,54.7,medium,medium,private,2,high,high,9,none,7,mixed,59.5
5,69.9,92.0,low,high,private,0,low,high,7,low,2,mixed,62.0
7,74.0,79.6,medium,high,public,2,mid,low,5,high,3,junk-heavy,80.1
6,70.1,51.9,medium,high,private,8,mid,medium,11,low,4,mixed,85.1
6,93.1,37.3,high,low,public,5,mid,low,6,moderate,4,junk-heavy,67.1
3,61.8,89.0,low,medium,private,4,high,low,11,high,7,junk-heavy,65.1
4,68.3,55.2,high,medium,international,10,mid,medium,6,low,2,balanced,81.1
7,61.0,72.9,high,low,international,5,mid,medium,5,moderate,1,junk-heavy,77.7
5,55.8,54.8,low,medium,public,9,mid,high,5,high,3,balanced,69.4
7,83.8,35.3,high,medium,public,6,high,medium,9,none,3,balanced,88.0
8,62.7,62.8,medium,low,private,3,low,low,5,high,3,junk-heavy,75.0
9,86.7,41.2,medium,medium,public,0,low,medium,6,high,1,junk-heavy,71.5
1,65.6,54.2,medium,high,private,1,low,medium,8,high,4,balanced,45.4
4,57.4,36.9,high,low,private,9,mid,low,6,moderate,6,junk-heavy,58.8
5,80.8,39.9,medium,medium,private,5,low,medium,8,moderate,5,mixed,65.7
4,73.0,73.6,medium,low,public,10,low,medium,6,low,2,mixed,64.0
8,55.1,52.8,low,medium,public,5,high,high,4,low,7,balanced,64.1
9,84.8,33.9,high,high,public,0,low,high,7,moderate,7,balanced,80.4
5,89.6,48.9,high,medium,public,3,mid,high,8,moderate,1,balanced,75.4
6,58.4,57.2,medium,medium,public,4,low,medium,5,high,2,balanced,66.0
1,84.8,55.6,low,medium,private,1,high,medium,5,moderate,1,balanced,50.4
7,87.6,37.9,medium,high,private,3,high,medium,7,low,2,mixed,84.7
4,95.4,75.2,medium,high,public,8,low,high,5,low,1,balanced,71.2
5,97.7,53.3,high,medium,private,7,low,high,11,none,7,balanced,68.2
2,78.1,54.9,medium,medium,public,8,mid,low,10,high,4,balanced,63.2
6,81.6,37.7,high,low,public,4,low,low,10,low,4,balanced,77.8
3,89.3,82.3,low,medium,private,4,high,medium,9,none,7,mixed,56.3
7,65.9,66.4,low,low,public,6,mid,medium,6,high,6,balanced,70.2
4,69.9,79.2,medium,medium,private,0,low,high,5,moderate,5,mixed,42.3
4,62.0,91.8,medium,medium,public,6,mid,high,8,high,4,mixed,61.9
2,87.4,43.2,high,medium,public,6,mid,low,11,none,1,balanced,80.2
1,72.2,80.3,high,high,private,8,high,medium,11,moderate,6,junk-heavy,66.8
2,88.8,93.4,medium,medium,public,4,mid,low,5,low,6,balanced,61.2
7,75.7,43.1,low,low,public,9,mid,medium,9,none,2,junk-heavy,56.9
5,51.1,38.7,medium,low,private,8,mid,medium,9,low,1,balanced,75.0
4,53.5,90.0,low,medium,public,10,mid,medium,7,moderate,5,junk-heavy,66.6
9,83.6,88.4,medium,medium,public,6,low,medium,8,low,5,junk-heavy,88.9
3,96.8,64.0,low,high,public,10,low,high,11,low,2,mixed,72.4
3,90.9,46.9,medium,high,public,3,low,medium,9,moderate,2,mixed,59.5
6,75.0,48.4,low,high,public,7,mid,high,10,moderate,5,mixed,72.9
6,52.0,52.5,medium,low,public,4,high,high,9,high,3,balanced,75.8
1,87.5,55.5,high,medium,private,10,mid,high,9,moderate,5,junk-heavy,58.3
2,92.9,41.3,medium,medium,public,0,high,low,7,moderate,2,balanced,60.4
4,57.3,87.2,low,low,private,1,low,medium,4,high,6,junk-heavy,33.7
1,84.7,79.5,low,low,private,4,high,low,4,moderate,2,mixed,46.8
5,51.3,90.1,medium,low,public,2,low,high,4,low,5,balanced,44.0
7,77.9,60.2,high,low,private,5,low,medium,11,low,6,junk-heavy,74.2
1,99.1,38.1,medium,low,private,9,low,medium,7,high,7,balanced,41.9
9,58.8,63.8,high,medium,private,4,high,low,9,none,6,balanced,98.0
9,50.6,48.3,medium,medium,international,2,low,low,4,moderate,1,balanced,79.1
8,53.0,81.2,medium,low,private,10,low,high,7,moderate,6,mixed,78.6
5,62.7,34.1,medium,medium,public,2,high,low,5,low,5,balanced,59.1
6,58.8,43.0,medium,medium,private,4,low,medium,6,moderate,2,balanced,79.9
1,59.6,32.4,medium,low,public,8,low,high,9,moderate,4,balanced,31.5
2,83.2,83.4,medium,medium,private,4,mid,high,6,moderate,6,junk-heavy,42.8
6,81.4,79.6,low,high,public,6,mid,medium,9,low,1,balanced,94.4
7,94.3,31.0,medium,low,public,4,high,high,10,moderate,7,balanced,74.7
1,55.9,64.4,medium,medium,public,3,high,low,5,low,4,balanced,56.6
6,81.9,30.0,high,medium,public,0,low,medium,6,moderate,2,mixed,66.9
1,85.7,47.4,medium,medium,private,0,mid,medium,8,none,3,mixed,42.5
1,60.8,43.2,medium,medium,private,0,low,medium,7,low,3,junk-heavy,29.4
6,63.9,81.3,medium,medium,international,4,mid,low,9,high,3,balanced,98.0
9,58.8,90.7,medium,low,public,8,mid,high,7,low,2,balanced,87.3
3,54.1,59.1,high,high,private,7,mid,low,4,none,5,balanced,66.3
6,99.1,31.3,medium,medium,public,9,low,high,5,low,4,balanced,66.9
7,64.9,67.7,medium,low,private,10,high,medium,10,moderate,4,junk-heavy,83.0
6,57.7,70.8,high,low,public,2,low,low,4,high,1,balanced,79.1
2,69.4,38.5,medium,low,public,4,mid,high,4,moderate,4,mixed,31.5
6,90.3,69.1,medium,medium,public,10,low,medium,9,low,1,balanced,97.4
8,51.6,35.6,high,medium,public,8,low,medium,6,high,3,balanced,89.3
5,50.8,68.7,low,medium,public,5,low,low,11,moderate,1,mixed,81.6
2,98.8,65.4,medium,medium,public,8,low,medium,8,high,3,junk-heavy,62.2
7,65.1,52.6,medium,high,international,1,mid,medium,10,moderate,5,balanced,86.6
9,87.0,79.4,medium,low,international,6,low,medium,11,high,4,junk-heavy,98.0
2,89.6,40.1,medium,medium,private,0,mid,medium,8,moderate,5,balanced,53.4
2,62.6,87.9,high,low,private,0,low,medium,11,moderate,5,junk-heavy,52.8
7,83.6,76.4,high,high,private,7,low,high,8,high,4,balanced,95.1
3,68.0,67.7,high,medium,public,2,low,medium,5,high,2,junk-heavy,54.1
8,50.1,39.3,low,low,international,1,mid,medium,8,moderate,5,junk-heavy,53.4
8,70.5,38.5,low,medium,private,1,mid,medium,7,low,3,mixed,60.9
6,61.2,55.9,medium,high,private,0,mid,medium,6,high,6,junk-heavy,63.5
8,90.7,97.9,high,medium,public,1,high,low,9,high,6,junk-heavy,98.0
8,58.8,72.8,medium,medium,private,8,mid,medium,5,none,5,junk-heavy,81.7
6,98.0,92.7,medium,medium,public,7,low,medium,9,high,6,mixed,84.3
3,70.7,62.6,high,medium,public,1,low,low,11,none,6,mixed,60.3
6,91.1,43.5,low,medium,public,6,low,high,11,none,1,balanced,64.4
8,84.8,80.5,low,low,public,1,low,medium,9,none,5,junk-heavy,68.5
1,62.0,82.5,high,medium,public,3,mid,high,8,moderate,2,mixed,40.4
5,79.6,49.4,high,medium,public,9,mid,high,9,low,1,mixed,80.8
9,91.8,60.1,medium,low,public,0,mid,high,11,high,1,junk-heavy,90.8
5,63.8,58.8,medium,low,private,8,low,high,9,moderate,3,junk-heavy,49.4
9,99.7,84.7,medium,medium,public,10,low,medium,5,moderate,1,balanced,98.0
3,72.2,45.1,medium,high,public,0,mid,medium,6,high,1,balanced,61.6
2,89.1,90.2,high,medium,public,3,low,high,8,none,6,balanced,53.3
5,89.7,70.2,high,medium,public,9,mid,medium,7,high,7,mixed,70.5
1,58.7,90.5,medium,medium,public,4,low,low,5,low,1,junk-heavy,38.5
9,69.3,92.0,high,medium,public,7,mid,medium,5,none,1,mixed,96.8
4,55.7,43.2,low,low,private,0,mid,low,4,moderate,3,mixed,47.1
7,86.8,31.5,low,medium,public,5,mid,high,9,none,4,junk-heavy,55.7
3,73.5,39.0,medium,low,private,2,low,medium,4,moderate,7,balanced,31.2
8,99.8,47.3,medium,high,private,8,low,medium,4,none,3,junk-heavy,85.7
3,71.6,45.6,medium,medium,public,5,mid,medium,8,low,7,balanced,45.7
2,76.8,51.0,high,medium,public,8,low,high,5,low,7,junk-heavy,36.1
5,77.1,56.4,medium,medium,private,3,high,medium,11,low,6,balanced,79.0
8,72.4,32.1,high,medium,public,9,low,high,5,low,7,balanced,66.9
5,94.0,80.4,medium,medium,public,6,mid,medium,11,high,6,balanced,84.1
2,80.0,79.4,low,medium,public,2,low,low,11,moderate,7,junk-heavy,51.1
4,83.1,96.0,medium,medium,international,9,high,low,4,low,3,balanced,83.4
9,56.0,96.5,low,low,public,8,high,high,6,high,1,junk-heavy,90.1
2,83.4,74.3,medium,low,public,8,mid,medium,11,low,5,balanced,55.3
2,78.5,80.2,low,medium,public,4,mid,high,5,low,5,mixed,31.4
5,90.7,34.8,high,low,public,6,high,high,8,high,6,balanced,78.4
2,66.2,80.9,low,medium,public,0,low,low,4,moderate,1,junk-heavy,29.0
6,70.0,31.2,medium,medium,public,6,high,medium,10,none,6,balanced,63.5
8,64.9,89.7,medium,high,public,4,mid,high,7,moderate,5,mixed,77.4
8,76.1,33.8,low,medium,public,10,low,medium,11,moderate,7,mixed,81.3
3,85.4,95.3,high,medium,public,10,mid,high,6,none,7,balanced,67.2
5,80.3,45.7,high,medium,private,5,low,high,8,high,5,mixed,53.3
3,77.9,80.0,high,high,public,2,low,medium,5,moderate,4,balanced,74.3
1,92.7,65.0,high,medium,private,6,low,high,7,none,1,junk-heavy,42.1
7,58.0,95.8,medium,medium,public,4,low,low,4,none,5,junk-heavy,57.4
6,72.0,68.3,medium,medium,public,4,mid,medium,10,low,5,balanced,79.2
1,81.9,76.8,high,high,public,7,low,medium,4,moderate,2,balanced,65.7
3,64.1,97.9,low,medium,public,1,mid,medium,11,moderate,3,balanced,75.1
9,89.7,48.1,medium,medium,private,1,low,high,8,moderate,5,balanced,82.2
4,50.4,32.8,medium,medium,public,8,low,medium,6,none,6,mixed,35.4
3,99.2,87.2,medium,medium,public,4,low,low,8,low,3,junk-heavy,74.8
8,58.7,81.8,low,low,public,8,mid,low,10,none,2,balanced,89.6
7,56.0,36.0,high,medium,private,4,mid,low,4,moderate,4,junk-heavy,72.6
7,93.8,35.2,medium,medium,private,9,high,high,11,none,6,junk-heavy,72.0
5,74.7,76.6,high,medium,international,5,low,low,4,low,3,balanced,79.0
7,74.9,31.1,high,medium,private,4,high,high,6,none,4,junk-heavy,57.4
5,55.6,76.2,low,high,public,2,low,low,10,high,6,balanced,63.8
6,68.6,32.8,high,medium,public,2,low,low,4,high,4,junk-heavy,56.6
4,93.7,95.2,medium,medium,private,5,high,low,8,high,7,balanced,83.1
6,90.8,80.2,high,medium,private,2,low,low,9,low,4,balanced,86.1
5,64.6,84.9,medium,low,public,8,low,medium,6,none,6,junk-heavy,54.8
2,92.6,44.1,high,medium,international,10,mid,medium,10,none,2,mixed,69.0
1,52.8,97.3,low,medium,public,0,high,high,10,high,7,mixed,29.4
8,82.9,54.9,high,medium,public,0,high,high,11,high,3,junk-heavy,76.0
4,55.7,33.6,medium,medium,public,1,low,medium,8,high,6,mixed,43.5
7,85.8,44.5,low,medium,public,8,low,medium,10,moderate,6,balanced,88.7
3,73.8,48.1,low,medium,private,10,high,low,8,moderate,6,junk-heavy,62.9
6,92.3,35.2,high,medium,private,0,mid,medium,8,none,1,mixed,76.5
1,92.7,99.9,high,medium,public,0,low,high,4,high,4,junk-heavy,38.5
7,74.2,95.7,medium,medium,public,0,low,medium,4,high,2,junk-heavy,70.1
4,83.7,88.0,medium,medium,private,7,high,medium,5,none,5,junk-heavy,66.9
7,77.7,64.7,high,low,public,10,mid,medium,5,low,7,junk-heavy,66.2
6,56.7,99.6,high,medium,public,2,low,low,7,low,4,balanced,74.1
8,79.6,73.1,low,low,international,3,mid,medium,9,low,4,balanced,86.0
4,65.6,36.2,medium,medium,private,6,low,low,11,low,2,mixed,71.0
2,59.2,34.4,medium,medium,private,4,mid,medium,4,low,2,mixed,33.0
6,99.3,35.5,high,low,public,2,high,low,8,none,2,mixed,75.2
9,68.6,58.7,medium,low,private,5,high,medium,11,moderate,2,mixed,97.7
8,54.6,82.1,medium,medium,private,9,mid,medium,4,none,7,balanced,76.2
6,92.8,86.8,low,medium,private,1,low,low,8,low,1,balanced,88.7
5,75.6,76.2,medium,medium,private,8,mid,high,4,low,5,mixed,56.4
4,90.6,85.2,high,high,public,3,mid,medium,10,high,1,mixed,88.1
7,62.6,51.0,medium,medium,international,3,low,high,10,high,7,mixed,64.4
1,68.0,75.9,high,medium,public,2,low,medium,10,low,5,junk-heavy,51.5
8,52.4,41.8,low,medium,public,8,low,high,11,low,4,junk-heavy,69.3
4,92.4,47.7,high,low,public,7,mid,medium,10,none,3,mixed,82.6
9,77.8,71.7,medium,high,public,2,mid,high,11,high,5,balanced,93.2
9,95.1,59.6,medium,medium,public,6,mid,medium,10,none,4,balanced,98.0
1,91.8,38.9,high,medium,private,3,low,medium,8,moderate,6,junk-heavy,43.6
3,56.0,59.1,medium,high,public,1,low,medium,8,low,2,junk-heavy,47.4
1,83.3,53.5,low,high,international,2,high,high,10,moderate,5,junk-heavy,46.9
8,85.4,45.5,medium,medium,public,7,mid,medium,6,high,3,balanced,80.3
